course,type/info,day+time,location,enrollment,Instructor
MUTH&nbsp; 340 - 001&nbsp;&nbsp; Arts Professionalism,Queen's University | 2022 Winter | Lecture,We 16:00 - 17:30,HARRISON-LECAINE RM120,16,"Wanless,Gregory"

RELS&nbsp; 340 - 001&nbsp;&nbsp; Religion and Democracy,Queen's University | 2022 Winter | Lecture,Th 11:30 - 14:30,JEFFERY RM422,13,"Kwateng-Yeboah,James Isaac Kwasi"

BIOL&nbsp; 341 - 001&nbsp;&nbsp; Plant Physiology,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 15:30,KINGSTON RM101,82,"Snedden,Wayne"

CIVL&nbsp; 341 - 001&nbsp;&nbsp; Geotechnical Engineering 2,Queen's University | 2022 Winter | Lecture,Tu 09:30 - 10:30,KINES &amp; HLTH RM101,103,"Take,Andy"

CIVL&nbsp; 341 - 002&nbsp;&nbsp; Geotechnical Engineering 2,Queen's University | 2022 Winter | Tutorial,Mo 14:30 - 16:30,MCLAUGHLIN RM315,103,"Take,Andy"

CIVL&nbsp; 341 - 003&nbsp;&nbsp; Geotechnical Engineering 2,Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 16:30,ELLIS RM52,103,"Take,Andy"

COMM&nbsp; 341 - 001&nbsp;&nbsp; Operations Management,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,GOODES RM 101,31,"Pond,Geoffrey"

COMM&nbsp; 341 - 002&nbsp;&nbsp; Operations Management,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,GOODES RM 305,36,"Pond,Geoffrey"

COMM&nbsp; 341 - 003&nbsp;&nbsp; Operations Management,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,GOODES RM 305,17,"Pond,Geoffrey"

FILM&nbsp; 341 - 001&nbsp;&nbsp; Studies in Mass Media,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 14:30,IBCPA RM342,28,"Na,Ali"

FILM&nbsp; 341 - 002&nbsp;&nbsp; Studies in Mass Media,Queen's University | 2022 Winter | Laboratory,Th 12:30 - 14:30,IBCPA RM342,28,"Na,Ali"

GEOE&nbsp; 341 - 001&nbsp;&nbsp; Special Topics in Applied Geology,Queen's University | 2022 Winter | Individual Study,Tu 13:30 - 14:30,WALTER LIGHT RM210,36,"Spencer,Christopher"

GEOL&nbsp; 341 - 001&nbsp;&nbsp; Problems in Geology,Queen's University | 2022 Winter | Individual Study,Tu 13:30 - 14:30,WALTER LIGHT RM210,36,"Spencer,Christopher"

HIST&nbsp; 344 - 001&nbsp;&nbsp; Insiders Outsiders: Jewish Identify in the New World,Queen's University | 2022 Winter | Seminar,Mo 14:30 - 17:30,JEFFERY RM422,19,"Dueck,Gordon B"

MINE&nbsp; 344 - 001&nbsp;&nbsp; Underground Mining,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,GOODWIN RM247,29,"Taheri,Abbas"

ENPH&nbsp; 345 - 001&nbsp;&nbsp; Quantum Physics Of Atoms,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,STIRLING RM B,111,"Vincent,Aaron C"

ENPH&nbsp; 345 - 002&nbsp;&nbsp; Quantum Physics Of Atoms,Queen's University | 2022 Winter | Tutorial,Tu 12:30 - 13:30,STIRLING RM A,111,"Vincent,Aaron C"

FILM&nbsp; 345 - 001&nbsp;&nbsp; Television: Structure and Function,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 14:30,IBCPA RM329,49,"Subramanian,Prerna"

FILM&nbsp; 345 - 002&nbsp;&nbsp; Television: Structure and Function,Queen's University | 2022 Winter | Laboratory,Th 12:30 - 14:30,IBCPA RM329,49,"Subramanian,Prerna"

GEOE&nbsp; 345 - 001&nbsp;&nbsp; Site Investigation &amp; Geological Engineering Design,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,MILLER RM105,21,"Fotopoulos,Georgia"

GEOE&nbsp; 345 - 002&nbsp;&nbsp; Site Investigation &amp; Geological Engineering Design,Queen's University | 2022 Winter | Laboratory,We 11:30 - 13:30,MILLER RM210,21,"Fotopoulos,Georgia"

GNDS&nbsp; 345 - 001&nbsp;&nbsp; Research Methods in Gender Studies,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 17:30,ELLIS RM226,29,"Butler,Nancy"

GPHY&nbsp; 345 - 001&nbsp;&nbsp; Spatial Analysis,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:30,MACINTOSH-CORRY RM E223,20,"Chen,Dongmei"

GPHY&nbsp; 345 - 002&nbsp;&nbsp; Spatial Analysis,Queen's University | 2022 Winter | Practicum,Tu 11:30 - 13:30,MACINTOSH-CORRY RM E223,20,"Chen,Dongmei"

KNPE&nbsp; 345 - 001&nbsp;&nbsp; The Science and Methodology of Sport Training Conditioning Programs,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,Law Building RM3,60,"Karagiozov,Evan,<br>
McAuslan,Colin"

KNPE&nbsp; 345 - 002&nbsp;&nbsp; The Science and Methodology of Sport Training Conditioning Programs,Queen's University | 2022 Winter | Practicum,Th 08:30 - 10:00,TBA,20,"Karagiozov,Evan,<br>
McAuslan,Colin"

KNPE&nbsp; 345 - 003&nbsp;&nbsp; The Science and Methodology of Sport Training Conditioning Programs,Queen's University | 2022 Winter | Practicum,Th 10:00 - 11:30,TBA,20,"Karagiozov,Evan,<br>
McAuslan,Colin"

KNPE&nbsp; 345 - 004&nbsp;&nbsp; The Science and Methodology of Sport Training Conditioning Programs,Queen's University | 2022 Winter | Practicum,Fr 08:30 - 10:00,TBA,20,"Karagiozov,Evan,<br>
McAuslan,Colin"

NURS&nbsp; 345 - 001&nbsp;&nbsp; Nursing Practicum: Medical-Surgical and Psychiatric Mental Health Nursing,Queen's University | 2022 Winter | Clinical,MoTu 08:30 - 16:30,TBA,49,"Machan,Hilary"

NURS&nbsp; 345 - 002&nbsp;&nbsp; Nursing Practicum: Medical-Surgical and Psychiatric Mental Health Nursing,Queen's University | 2022 Winter | Laboratory,We 08:30 - 17:00,CATARAQUI RM222 LAB,132,"Machan,Hilary"

"PHYS&nbsp; 345 - 001&nbsp;&nbsp; Quantum Physics of Atoms, Nuclei and Particles",Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,STIRLING RM B,111,"Vincent,Aaron C"

"PHYS&nbsp; 345 - 002&nbsp;&nbsp; Quantum Physics of Atoms, Nuclei and Particles",Queen's University | 2022 Winter | Tutorial,Tu 12:30 - 13:30,STIRLING RM A,111,"Vincent,Aaron C"

"ARTH&nbsp; 346 - 001&nbsp;&nbsp; Sculpture, Gender, and the Body in the Italian Renaissance",Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,DUNNING RM27,48,"D'Elia,Una"

CURR&nbsp; 346 - 001&nbsp;&nbsp; Music Teach Theory&amp;Prac(IS),Queen's University | 2022 Winter | Lecture,WeFr 10:50 - 12:50,DUNCAN MCARTHUR RM B219,21,"Bruce,Cheryl Elizabeth"

MECH&nbsp; 346 - 001&nbsp;&nbsp; Heat Transfer,Queen's University | 2022 Winter | Lecture,We 11:30 - 12:30,STIRLING AUD,182,"Manna',Rafiq Munib"

MECH&nbsp; 346 - 002&nbsp;&nbsp; Heat Transfer,Queen's University | 2022 Winter | Tutorial,Tu 10:30 - 11:30,CHERNOFF AUD,182,"Manna',Rafiq Munib"

CHEM&nbsp; 347 - 001&nbsp;&nbsp; Applied Surface and Colloid Science,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,TBA,1,"Hesp,Simon"

CHEM&nbsp; 347 - 002&nbsp;&nbsp; Applied Surface and Colloid Science,Queen's University | 2022 Winter | Tutorial,Th 11:30 - 12:30,MACINTOSH-CORRY RM B201,1,"Hesp,Simon"

ECON&nbsp; 348 - 001&nbsp;&nbsp; Law and Economics,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,JEFFERY RM225,61,"Arsenault,Alex"

GPHY&nbsp; 349 - 001&nbsp;&nbsp; GIScience and Public Health,Queen's University | 2022 Winter | Lecture,TBA,TBA,37,"Belanger,Paul"

GPHY&nbsp; 349 - 002&nbsp;&nbsp; GIScience and Public Health,Queen's University | 2022 Winter | Practicum,Mo 11:30 - 13:30,MACINTOSH-CORRY RM E223,18,"Belanger,Paul"

GPHY&nbsp; 349 - 003&nbsp;&nbsp; GIScience and Public Health,Queen's University | 2022 Winter | Practicum,Mo 08:30 - 10:30,MACINTOSH-CORRY RM E223,19,"Belanger,Paul"

CLST&nbsp; 350 - 001&nbsp;&nbsp; Greek Perspectives on Ethnicity and Indigeneity,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 13:00,MACKINTOSH-CORRY RM D201,30,"Carbon,Jan-Mathieu"

MECH&nbsp; 350 - 001&nbsp;&nbsp; Automatic Control,Queen's University | 2022 Winter | Lecture,Tu 09:30 - 10:30,CHERNOFF AUD,184,"Li,Qingguo"

MECH&nbsp; 350 - 002&nbsp;&nbsp; Automatic Control,Queen's University | 2022 Winter | Tutorial,Mo 16:30 - 17:30,MITCHELL RM215,184,"Li,Qingguo"

MECH&nbsp; 350 - 003&nbsp;&nbsp; Automatic Control,Queen's University | 2022 Winter | Laboratory,Tu 12:30 - 14:30,JACKSON RM116,32,"Li,Qingguo"

MECH&nbsp; 350 - 004&nbsp;&nbsp; Automatic Control,Queen's University | 2022 Winter | Laboratory,We 09:30 - 11:30,JACKSON RM116,53,"Li,Qingguo"

MECH&nbsp; 350 - 005&nbsp;&nbsp; Automatic Control,Queen's University | 2022 Winter | Laboratory,Fr 13:30 - 15:30,JACKSON RM116,56,"Li,Qingguo"

MECH&nbsp; 350 - 006&nbsp;&nbsp; Automatic Control,Queen's University | 2022 Winter | Laboratory,We 15:30 - 17:30,JACKSON RM116,43,"Li,Qingguo"

PHGY&nbsp; 350 - 001&nbsp;&nbsp; Pathophysiology,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 09:30,HUMPHREY AUD,127,"Lomax,Alan E G"

CISC&nbsp; 351 - 001&nbsp;&nbsp; Advanced Data Analytics,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,KINES &amp; HLTH RM100,54,"Tian,Yuan"

CMPE&nbsp; 351 - 001&nbsp;&nbsp; Advanced Data Analytics,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,KINES &amp; HLTH RM100,54,"Tian,Yuan"

ECON&nbsp; 351 - 001&nbsp;&nbsp; Introductory Econometrics,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,DUNNING RM14,96,"Barber,Michael"

FILM&nbsp; 351 - 001&nbsp;&nbsp; Documentary Production,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 11:30,IBCPA RM342,27,"Nowak,Sylvia"

FILM&nbsp; 351 - 002&nbsp;&nbsp; Documentary Production,Queen's University | 2022 Winter | Laboratory,Th 09:30 - 11:30,IBCPA RM342,27,"Nowak,Sylvia"

FREN&nbsp; 351 - 001&nbsp;&nbsp; Ecrits de la Francophonie,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,KINGSTON RM208,37,"Sackey,Donald"

MUSC&nbsp; 351 - 001&nbsp;&nbsp; Acoustic Composition,Queen's University | 2022 Winter | Laboratory,TBA,TBA,0,Staff

PHIL&nbsp; 351 - 001&nbsp;&nbsp; Philosophy of Mind,Queen's University | 2022 Winter | Seminar,Mo 13:00 - 14:30,DUNNING RM12,32,"Knight,Deborah"

CISC&nbsp; 352 - 001&nbsp;&nbsp; Artificial Intelligence,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 12:30,CHERNOFF AUD,92,"Muise,Christian"

CISC&nbsp; 352 - 101&nbsp;&nbsp; Artificial Intelligence,Queen's University | 2022 Winter | Lecture,TBA,TBA,71,"Muise,Christian"

CURR&nbsp; 352 - 001&nbsp;&nbsp; Physics Teach Theory&amp;Prac (IS),Queen's University | 2022 Winter | Lecture,TuTh 10:50 - 12:50,DUNCAN MCARTHUR RM A335,17,"Merchant,Stefan"

DEVS&nbsp; 352 - 001&nbsp;&nbsp; Technology and Development,Queen's University | 2022 Winter | Lecture,We 11:30 - 13:30,ELLIS RM333,36,"Cordoba,Diana"

DEVS&nbsp; 352 - 002&nbsp;&nbsp; Technology and Development,Queen's University | 2022 Winter | Tutorial,Tu 14:30 - 15:30,ELLIS RM319,27,"Cordoba,Diana"

DEVS&nbsp; 352 - 003&nbsp;&nbsp; Technology and Development,Queen's University | 2022 Winter | Tutorial,Tu 09:30 - 10:30,ELLIS RM319,9,"Cordoba,Diana"

GPHY&nbsp; 352 - 001&nbsp;&nbsp; Gender and the City,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,DUNNING RM12,68,"Adeniyi-Ogunyankin,Grace"

MUSC&nbsp; 352 - 001&nbsp;&nbsp; Electroacoustic Composition,Queen's University | 2022 Winter | Laboratory,TBA,TBA,0,Staff

PHIL&nbsp; 352 - 001&nbsp;&nbsp; Metaphysics,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,Law Building RM3,21,"Smith,Mark C"

SPAN&nbsp; 352 - 001&nbsp;&nbsp; Panorama literario latinoam�ricano II,Queen's University | 2022 Winter | Seminar,Mo 13:00 - 14:30,KINES &amp; HLTH RM105,4,"Mennell,Jan D"

COMM&nbsp; 353 - 001&nbsp;&nbsp; Managing Across Cultures,Queen's University | 2022 Winter | Lecture,We 08:30 - 11:30,GOODES RM304,49,"Roy,Jean-Paul"

COMM&nbsp; 353 - 002&nbsp;&nbsp; Managing Across Cultures,Queen's University | 2022 Winter | Lecture,We 14:30 - 17:30,GOODES RM 103,52,"Roy,Jean-Paul"

DEVS&nbsp; 353 - 001&nbsp;&nbsp; Business and Global Development,Queen's University | 2022 Winter | Lecture,Th 12:30 - 14:30,BOTTER RM B139,53,"Soederberg,Susanne M"

DEVS&nbsp; 353 - 004&nbsp;&nbsp; Business and Global Development,Queen's University | 2022 Winter | Tutorial,Tu 15:30 - 16:30,MACINTOSH-CORRY RM A309,24,Staff

DEVS&nbsp; 353 - 005&nbsp;&nbsp; Business and Global Development,Queen's University | 2022 Winter | Tutorial,We 14:30 - 15:30,MACINTOSH-CORRY RM A311,29,Staff

MTHE&nbsp; 353 - 001&nbsp;&nbsp; Probability II,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,KINGSTON RM201,103,"Takahara,Glen"

PSYC&nbsp; 353 - 001&nbsp;&nbsp; Atypical Development,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,CHERNOFF RM117,98,"Kelley,Elizabeth Anne"

STAT&nbsp; 353 - 001&nbsp;&nbsp; Probability II,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,KINGSTON RM201,103,"Takahara,Glen"

COMM&nbsp; 354 - 001&nbsp;&nbsp; Relationships &amp; Reconciliation in Business and Beyond,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,GOODES RM108,58,"Rowbotham,Kate,<br>
Brant,Lindsay Marie"

DEVS&nbsp; 354 - 001&nbsp;&nbsp; Cities and Urbanization in the South,Queen's University | 2022 Winter | Seminar,Mo 08:30 - 10:30,MILLER RM201,54,"McDonald,David A"

DEVS&nbsp; 354 - 002&nbsp;&nbsp; Cities and Urbanization in the South,Queen's University | 2022 Winter | Tutorial,Tu 16:30 - 17:30,MACINTOSH-CORRY RM A311,20,Staff

DEVS&nbsp; 354 - 003&nbsp;&nbsp; Cities and Urbanization in the South,Queen's University | 2022 Winter | Tutorial,We 09:30 - 10:30,MACINTOSH-CORRY RM A311,22,Staff

DEVS&nbsp; 354 - 004&nbsp;&nbsp; Cities and Urbanization in the South,Queen's University | 2022 Winter | Tutorial,We 08:30 - 09:30,MACINTOSH-CORRY RM A311,12,Staff

ECON&nbsp; 354 - 001&nbsp;&nbsp; Computational Methods in Economics and Finance,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,ELLIS RM333,14,"Ferrall,Christopher"

ENPH&nbsp; 354 - 001&nbsp;&nbsp; Engineering Physics Design Project,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 09:30,WALTER LIGHT RM210,56,"Gao,Jun"

ENPH&nbsp; 354 - 002&nbsp;&nbsp; Engineering Physics Design Project,Queen's University | 2022 Winter | Laboratory,Fr 11:30 - 14:30,STIRLING RM404,23,"Gao,Jun"

ENPH&nbsp; 354 - 003&nbsp;&nbsp; Engineering Physics Design Project,Queen's University | 2022 Winter | Laboratory,Th 11:30 - 14:30,STIRLING RM404,33,"Gao,Jun"

RELS&nbsp; 354 - 001&nbsp;&nbsp; Theory in Religious Studies,Queen's University | 2022 Winter | Lecture / Seminar,Mo 14:30 - 17:30,THEOLOGICAL RM209,16,"Amarasingam,Amarnath"

KNPE&nbsp; 355 - 001&nbsp;&nbsp; Lifestyle and Cardiometabolic Assessment Laboratory,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,DUNNING RM11,78,"Soni,Simi Kaur"

KNPE&nbsp; 355 - 002&nbsp;&nbsp; Lifestyle and Cardiometabolic Assessment Laboratory,Queen's University | 2022 Winter | Laboratory,We 11:30 - 14:30,KINES &amp; HLTH RM202,19,Staff

KNPE&nbsp; 355 - 003&nbsp;&nbsp; Lifestyle and Cardiometabolic Assessment Laboratory,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 17:30,KINES &amp; HLTH RM202,20,Staff

KNPE&nbsp; 355 - 004&nbsp;&nbsp; Lifestyle and Cardiometabolic Assessment Laboratory,Queen's University | 2022 Winter | Laboratory,We 08:30 - 11:30,KINES &amp; HLTH RM202,19,Staff

KNPE&nbsp; 355 - 005&nbsp;&nbsp; Lifestyle and Cardiometabolic Assessment Laboratory,Queen's University | 2022 Winter | Laboratory,Tu 08:30 - 11:30,KINES &amp; HLTH RM202,20,Staff

POLS&nbsp; 355 - 001&nbsp;&nbsp; Issues in Contemporary Political Theory,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,MACINTOSH-CORRY RM B201,34,"Dokumaci,Pinar"

COMM&nbsp; 356 - 001&nbsp;&nbsp; Diversity and Inclusion in Organizations,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,GOODES RM102,54,"Rowbotham,Kate"

FILM&nbsp; 356 - 001&nbsp;&nbsp; Animation Production,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 17:30,IBCPA RM336,27,"Pelstring,Emily"

FILM&nbsp; 356 - 002&nbsp;&nbsp; Animation Production,Queen's University | 2022 Winter | Tutorial,We 14:30 - 16:30,IBCPA RM336,27,"Pelstring,Emily"

COMM&nbsp; 357 - 001&nbsp;&nbsp; Interpersonal Skills For Managers,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 17:30,GOODES RM108,52,"Rowbotham,Kate"

ITLN&nbsp; 357 - 001&nbsp;&nbsp; Pirandello's Theatre,Queen's University | 2022 Winter | Seminar,TBA,TBA,1,"Santeramo,Donato"

POLS&nbsp; 358 - 001&nbsp;&nbsp; Critical Perspectives on Contemporary Capitalism,Queen's University | 2022 Winter | Lecture,Th 18:30 - 21:30,DUNNING RM27,56,"Amyot,Grant"

BIOL&nbsp; 360 - 001&nbsp;&nbsp; Biotechnology and Society,Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,DUPUIS RM215,97,"Lefebvre,Daniel Denis"

BIOL&nbsp; 360 - 002&nbsp;&nbsp; Biotechnology and Society,Queen's University | 2022 Winter | Tutorial,Th 14:30 - 16:00,STIRLING RM401,48,"Lefebvre,Daniel Denis"

BIOL&nbsp; 360 - 003&nbsp;&nbsp; Biotechnology and Society,Queen's University | 2022 Winter | Tutorial,We 16:00 - 17:30,STIRLING RM414,49,"Lefebvre,Daniel Denis"

CISC&nbsp; 360 - 001&nbsp;&nbsp; Programming Paradigms,Queen's University | 2022 Winter | Lecture,Mo 16:30 - 17:30,DUNNING RM14,123,"Dunfield,Jana"

CIVL&nbsp; 360 - 001&nbsp;&nbsp; Civil Engineering Design and Practice III,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 09:30,DUPUIS RM217,95,"Sneep,Jan"

CIVL&nbsp; 360 - 002&nbsp;&nbsp; Civil Engineering Design and Practice III,Queen's University | 2022 Winter | Tutorial,We 14:30 - 17:30,ELLIS RM321,95,"Sneep,Jan"

ECON&nbsp; 360 - 001&nbsp;&nbsp; Labour Economics,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,Law Building RM1,65,"Barber,Michael"

GNDS&nbsp; 360 - 001&nbsp;&nbsp; Masculinities: Cross Cultural Perspectives,Queen's University | 2022 Winter | Lecture,We 14:30 - 17:30,ELLIS RM226,55,"Olguin,Suyin"

PSYC&nbsp; 360 - 001&nbsp;&nbsp; The Neurobiology and Psychology of Sleep,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,GOODWIN RM254,58,"Dringenberg,Hans C"

PSYC&nbsp; 360 - 002&nbsp;&nbsp; The Neurobiology and Psychology of Sleep,Queen's University | 2022 Winter | Laboratory,Tu 08:30 - 10:00,KINES &amp; HLTH RM103,14,"Dringenberg,Hans C"

PSYC&nbsp; 360 - 003&nbsp;&nbsp; The Neurobiology and Psychology of Sleep,Queen's University | 2022 Winter | Laboratory,Tu 10:00 - 11:30,KINES &amp; HLTH RM103,15,"Dringenberg,Hans C"

PSYC&nbsp; 360 - 004&nbsp;&nbsp; The Neurobiology and Psychology of Sleep,Queen's University | 2022 Winter | Laboratory,Mo 13:00 - 14:30,KINES &amp; HLTH RM103,14,"Dringenberg,Hans C"

PSYC&nbsp; 360 - 005&nbsp;&nbsp; The Neurobiology and Psychology of Sleep,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 16:00,KINES &amp; HLTH RM103,15,"Dringenberg,Hans C"

"CHEE&nbsp; 361 - 001&nbsp;&nbsp; Engineering Communications, Ethics &amp; Professionalism",Queen's University | 2022 Winter | Tutorial,We 08:30 - 10:30,BEAMISH-MUNRO RM313A,37,"Meunier,Louise"

"CHEE&nbsp; 361 - 002&nbsp;&nbsp; Engineering Communications, Ethics &amp; Professionalism",Queen's University | 2022 Winter | Tutorial,We 11:30 - 13:30,BEAMISH-MUNRO RM313A,53,"Meunier,Louise"

MEDS&nbsp; 361 - 001&nbsp;&nbsp; Foundations of Clerkship,Queen's University | 2022 Winter | Lecture,TBA,TBA,105,Staff

GEOE&nbsp; 362 - 001&nbsp;&nbsp; Resource Engineering,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,MILLER RM105,43,"Olivo,Gema"

GEOE&nbsp; 362 - 002&nbsp;&nbsp; Resource Engineering,Queen's University | 2022 Winter | Laboratory,Mo 11:30 - 14:30,MILLER RM329,16,"Olivo,Gema"

GEOE&nbsp; 362 - 003&nbsp;&nbsp; Resource Engineering,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 17:30,MILLER RM329,23,"Olivo,Gema"

GEOE&nbsp; 362 - 004&nbsp;&nbsp; Resource Engineering,Queen's University | 2022 Winter | Laboratory,Th 14:30 - 17:30,MILLER RM329,4,"Olivo,Gema"

GEOL&nbsp; 362 - 001&nbsp;&nbsp; Petrology Applied to Ore Deposit,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,MILLER RM105,43,"Olivo,Gema"

GEOL&nbsp; 362 - 002&nbsp;&nbsp; Petrology Applied to Ore Deposit,Queen's University | 2022 Winter | Laboratory,Mo 11:30 - 14:30,MILLER RM329,16,"Olivo,Gema"

GEOL&nbsp; 362 - 003&nbsp;&nbsp; Petrology Applied to Ore Deposit,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 17:30,MILLER RM329,23,"Olivo,Gema"

GEOL&nbsp; 362 - 004&nbsp;&nbsp; Petrology Applied to Ore Deposit,Queen's University | 2022 Winter | Laboratory,Th 14:30 - 17:30,MILLER RM329,4,"Olivo,Gema"

STAT&nbsp; 362 - 001&nbsp;&nbsp; R for Data Science,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,KINGSTON RM201,134,"Ling,Brian"

CHEE&nbsp; 363 - 001&nbsp;&nbsp; Electrochemical Engineering,Queen's University | 2022 Winter | Lecture,Th 09:30 - 10:30,WALTER LIGHT RM212,23,"Barz,Dominik"

CHEE&nbsp; 363 - 002&nbsp;&nbsp; Electrochemical Engineering,Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,WALTER LIGHT RM212,23,"Barz,Dominik"

KNPE&nbsp; 363 - 001&nbsp;&nbsp; Team Dynamics in Sport: Theory and Practice,Queen's University | 2022 Winter | Lecture / Seminar,Mo 16:00 - 17:30,DUNNING RM12,56,"Martin,Luc J"

CISC&nbsp; 365 - 001&nbsp;&nbsp; Algorithms I,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 12:30,ELLIS AUD,207,"Hu,Ting"

COMM&nbsp; 365 - 001&nbsp;&nbsp; Advanced Business Decision Modeling,Queen's University | 2022 Winter | Lecture,We 18:30 - 21:30,GOODES RM 101,12,"Farhang Doost,Seyed Alireza"

CURR&nbsp; 366 - 001&nbsp;&nbsp; Music Teach Theory&amp;Prac(IS),Queen's University | 2022 Winter | Lecture,WeFr 10:50 - 12:50,DUNCAN MCARTHUR RM B219,21,"Bruce,Cheryl Elizabeth"

POLS&nbsp; 367 - 001&nbsp;&nbsp; American Foreign Policy,Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,DUNNING RM27,48,"Haglund,David G"

GPHY&nbsp; 369 - 001&nbsp;&nbsp; Urban Natures,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,MACKINTOSH-CORRY RM D201,36,"Prouse,Carolyn"

ARTH&nbsp; 370 - 001&nbsp;&nbsp; Architecture of the Broque Period,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 14:30,MACINTOSH-CORRY RM B201,25,"Bailey,Gauvin"

BCHM&nbsp; 370 - 001&nbsp;&nbsp; Genetics and Genomics,Queen's University | 2022 Winter | Blended,Tu 14:30 - 16:30,CARRUTHERS&nbsp; RM102,106,"van Staalduinen,Laura"

COMM&nbsp; 370 - 001&nbsp;&nbsp; Business Communication in North America,Queen's University | 2022 Winter | Lecture,Mo 18:30 - 21:30,GOODES RM151,77,"Regan,Kerri"

GPHY&nbsp; 370 - 001&nbsp;&nbsp; Special Topics in Human Geography,Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,DUNNING RM11,27,"Hartt,Maxwell"
